ID,Municipality,Project Name,Status,Entity,Region,Project Type
2158,Lawrence,CITY OF LAWRENCE HVAC,Complete,Lawrence,Northeast,HVAC
2159,Lawrence,CITY OF LAWRENCE HVAC,Complete,Lawrence,Northeast,HVAC
2160,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2154,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2162,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2163,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2164,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2165,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2166,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2167,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2168,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2169,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2178,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2171,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2172,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2173,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2156,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2157,Lawrence,CITY OF LAWRENCE Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2161,Lawrence,CITY OF LAWRENCE Motors / Drives,Complete,Lawrence,Northeast,Pumps/Motors/Drives
2274,Leominster,CITY OF LEOMINSTER SCHOOLS Indoor Lighting,Complete,Leominster,Central,Lighting
2277,Leominster,CITY OF LEOMINSTER SCHOOLS Indoor Lighting,Complete,Leominster,Central,Lighting
2278,Leominster,CITY OF LEOMINSTER SCHOOLS Indoor Lighting,Complete,Leominster,Central,Lighting
2279,Leominster,CITY OF LEOMINSTER SCHOOLS Indoor Lighting,Complete,Leominster,Central,Lighting
2280,Leominster,CITY OF LEOMINSTER SCHOOLS Indoor Lighting,Complete,Leominster,Central,Lighting
2281,Leominster,CITY OF LEOMINSTER SCHOOLS Indoor Lighting,Complete,Leominster,Central,Lighting
2307,Lowell,CITY OF LOWELL General PA Project,Complete,Lowell,Northeast,Custom PA Efficiency
2308,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2309,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2303,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2306,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2313,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2316,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2319,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2297,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2301,Lowell,CITY OF LOWELL Indoor Lighting,Complete,Lowell,Northeast,Lighting
2317,Lowell,CITY OF LOWELL Motors / Drives,Complete,Lowell,Northeast,Pumps/Motors/Drives
2304,Lowell,CITY OF LOWELL Motors / Drives,Complete,Lowell,Northeast,Pumps/Motors/Drives
2305,Lowell,CITY OF LOWELL Motors / Drives,Complete,Lowell,Northeast,Pumps/Motors/Drives
2310,Lowell,CITY OF LOWELL Motors / Drives,Complete,Lowell,Northeast,Pumps/Motors/Drives
2311,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2312,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2318,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2314,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2315,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2320,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2321,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2322,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2302,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2298,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2299,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2300,Lowell,CITY OF LOWELL SCHOOLS Indoor Lighting,Complete,Lowell,Northeast,Lighting
2328,Lynn,CITY OF LYNN Indoor Lighting,Complete,Lynn,Northeast,Lighting
2347,Marlborough,CITY OF MARLBOROUGH General PA Project,Complete,Marlborough,Central,Custom PA Efficiency
2342,Marlborough,CITY OF MARLBOROUGH HVAC,Complete,Marlborough,Central,HVAC
2343,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2348,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2349,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2350,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2346,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2354,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2356,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2352,Marlborough,CITY OF MARLBOROUGH Indoor Lighting,Complete,Marlborough,Central,Lighting
2344,Marlborough,CITY OF MARLBOROUGH SCHOOLS Indoor Lighting,Complete,Marlborough,Central,Lighting
2396,Medford,CITY OF MEDFORD SCHOOLS Compressed Air,Complete,Medford,Northeast,Compressed Air
2395,Medford,CITY OF MEDFORD SCHOOLS General PA Project,Complete,Medford,Northeast,Custom PA Efficiency
2410,Melrose,CITY OF MELROSE Motors / Drives,Complete,Melrose,Northeast,Pumps/Motors/Drives
2407,Melrose,CITY OF MELROSE SCHOOLS General PA Project,Complete,Melrose,Northeast,Custom PA Efficiency
2406,Melrose,CITY OF MELROSE SCHOOLS Indoor Lighting,Complete,Melrose,Northeast,Lighting
2409,Melrose,CITY OF MELROSE SCHOOLS Indoor Lighting,Complete,Melrose,Northeast,Lighting
2501,Newburyport,CITY OF NEWBURYPORT General PA Project,Complete,Newburyport,Northeast,Custom PA Efficiency
2498,Newburyport,CITY OF NEWBURYPORT Indoor Lighting,Complete,Newburyport,Northeast,Lighting
2499,Newburyport,CITY OF NEWBURYPORT Indoor Lighting,Complete,Newburyport,Northeast,Lighting
2500,Newburyport,CITY OF NEWBURYPORT Indoor Lighting,Complete,Newburyport,Northeast,Lighting
2519,North Adams,CITY OF NORTH ADAMS General PA Project,Complete,North Adams,Western,Custom PA Efficiency
2520,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2521,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2522,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2523,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2524,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2525,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2526,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2516,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2517,North Adams,CITY OF NORTH ADAMS Indoor Lighting,Complete,North Adams,Western,Lighting
2207,Northampton,CITY OF NORTHAMPTON HVAC,Complete,Northampton,Western,HVAC
2213,Northampton,CITY OF NORTHAMPTON HVAC,Complete,Northampton,Western,HVAC
2209,Northampton,CITY OF NORTHAMPTON Indoor Lighting,Complete,Northampton,Western,Lighting
2210,Northampton,CITY OF NORTHAMPTON Indoor Lighting,Complete,Northampton,Western,Lighting
2211,Northampton,CITY OF NORTHAMPTON Indoor Lighting,Complete,Northampton,Western,Lighting
2212,Northampton,CITY OF NORTHAMPTON Indoor Lighting,Complete,Northampton,Western,Lighting
2206,Northampton,CITY OF NORTHAMPTON Indoor Lighting,Complete,Northampton,Western,Lighting
3314,Pittsfield,CITY OF PITTSFIELD General PA Project,Complete,Pittsfield,Western,Custom PA Efficiency
2545,Pittsfield,CITY OF PITTSFIELD Indoor Lighting,Complete,Pittsfield,Western,Lighting
2609,Pittsfield,CITY OF PITTSFIELD Indoor Lighting,Complete,Pittsfield,Western,Lighting
2566,Quincy,CITY OF QUINCY Indoor Lighting,Complete,Quincy,Northeast,Lighting
2554,Quincy,CITY OF QUINCY Indoor Lighting,Complete,Quincy,Northeast,Lighting
2663,Quincy,CITY OF QUINCY Indoor Lighting,Complete,Quincy,Northeast,Lighting
2581,Quincy,CITY OF QUINCY SCHOOLS General PA Project,Complete,Quincy,Northeast,Custom PA Efficiency
2582,Quincy,CITY OF QUINCY SCHOOLS General PA Project,Complete,Quincy,Northeast,Custom PA Efficiency
2578,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2579,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2580,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2567,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2568,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2569,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2570,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2551,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2563,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2564,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2565,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2664,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2665,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2661,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2662,Quincy,CITY OF QUINCY SCHOOLS Indoor Lighting,Complete,Quincy,Northeast,Lighting
2603,Revere,CITY OF REVERE General PA Project,Complete,Revere,Northeast,Custom PA Efficiency
2601,Revere,CITY OF REVERE Indoor Lighting,Complete,Revere,Northeast,Lighting
2602,Revere,CITY OF REVERE Indoor Lighting,Complete,Revere,Northeast,Lighting
2677,Salem,CITY OF SALEM SCHOOL DEPT Indoor Lighting,Complete,Salem,Northeast,Lighting
2678,Salem,CITY OF SALEM SCHOOL DEPT Indoor Lighting,Complete,Salem,Northeast,Lighting
2680,Salem,CITY OF SALEM SCHOOL DEPT Indoor Lighting,Complete,Salem,Northeast,Lighting
2681,Salem,CITY OF SALEM SCHOOL DEPT Indoor Lighting,Complete,Salem,Northeast,Lighting
2682,Salem,CITY OF SALEM SCHOOL DEPT Indoor Lighting,Complete,Salem,Northeast,Lighting
2683,Salem,CITY OF SALEM SCHOOL DEPT Indoor Lighting,Complete,Salem,Northeast,Lighting
3347,Springfield,City of Springfield General PA Project,Complete,Springfield,Western,Custom PA Efficiency
3351,Springfield,City of Springfield General PA Project,Complete,Springfield,Western,Custom PA Efficiency
2757,Springfield,City of Springfield Indoor Lighting,Complete,Springfield,Western,Lighting
2802,Springfield,City of Springfield Indoor Lighting,Complete,Springfield,Western,Lighting
2804,Springfield,City of Springfield Indoor Lighting,Complete,Springfield,Western,Lighting
2806,Springfield,City of Springfield Indoor Lighting,Complete,Springfield,Western,Lighting
3121,Worcester,CITY OF WORCESTER AIRPORT General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3078,Worcester,CITY OF WORCESTER AIRPORT Indoor Lighting,Complete,Worcester,Central,Lighting
3123,Worcester,CITY OF WORCESTER General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3085,Worcester,CITY OF WORCESTER HVAC,Complete,Worcester,Central,HVAC
3097,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3098,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3099,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3113,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3114,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3107,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3116,Worcester,CITY OF WORCESTER SCHOOLS General PA Project,Complete,Worcester,Central,Custom PA Efficiency
3101,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3102,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3103,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3104,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3105,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3106,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3111,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3084,Worcester,CITY OF WORCESTER SCHOOLS HVAC,Complete,Worcester,Central,HVAC
3094,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3095,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3096,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3086,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3087,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3088,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3089,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3090,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3091,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3092,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3115,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3108,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3109,Worcester,CITY OF WORCESTER SCHOOLS Indoor Lighting,Complete,Worcester,Central,Lighting
3110,Worcester,CITY OF WORCESTER SCHOOLS VSD & EMS,Complete,Worcester,Central,HVAC
1876,Chelsea,CLARK MIDDLE School General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
1880,Chelsea,CLARK Middle SCHOOL General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
1882,Chelsea,CLARK MIDDLE School General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
5267,Worcester,Clark St School refrigeration,Complete,Worcester,Central,Refrigeration
5068,Lexington,Clarke Middle School Hot Water,Complete,Lexington,Northeast,Hot Water
1978,Everett,CLERKS Indoor Lighting,Complete,Everett,Northeast,Lighting
4731,Cambridge,CO2 DCV for Cafe/auditorium Peabody School,Complete,Cambridge,Northeast,HVAC
4734,Cambridge,CO2 DCV for gym Gately Youth Ctr,Complete,Cambridge,Northeast,HVAC
4728,Cambridge,CO2 DCV for gym Peabody School,Complete,Cambridge,Northeast,HVAC
4733,Cambridge,CO2 DCV for Kitchen Peabody School,Complete,Cambridge,Northeast,HVAC
4735,Cambridge,CO2 DCV Gately Youth Ctr,Complete,Cambridge,Northeast,HVAC
4729,Cambridge,CO2 Demand Control Ventilation Units Peabody Schoo,Complete,Cambridge,Northeast,HVAC
3130,West Springfield,Coburn School General PA Project,Complete,West Springfield,Western,Custom PA Efficiency
4960,Boston,Codman Square Library - Dorchester EMS install,Complete,Boston,Northeast,Operations
2646,Plymouth,COLD SPRING ELEMENTARY SCHOOL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
1157,Boxford,COLE SCHOOL Indoor Lighting,Complete,Boxford,Northeast,Lighting
2445,Milton,COLLICOT/CUNNINGHAM GYMS General PA Project,Complete,Milton,Northeast,Custom PA Efficiency
5063,Hopedale,Comm Ctr AIR TO AIR HEAT PUMP,Complete,Hopedale,Central,HVAC
2267,Lenox,Community Center Envelope Improvements,Complete,Lenox,Western,Envelope Improvement
1779,Chatham,COMMUNITY Center Indoor Lighting,Complete,Chatham,Southeast,Lighting
1776,Chatham,COMMUNITY Center Operations,Complete,Chatham,Southeast,Operations
1777,Chatham,COMMUNITY Center Operations,Complete,Chatham,Southeast,Operations
1778,Chatham,COMMUNITY Center Operations,Complete,Chatham,Southeast,Operations
1900,Cummington,COMMUNITY HOUSE Indoor Lighting,Complete,Cummington,Western,Lighting
1909,Dartmouth,COMMUNITY TV General PA Project,Complete,Dartmouth,Southeast,Custom PA Efficiency
5093,Lowell,Comprehensive Retrofit / Redesign,Complete,Lowell,Northeast,New Construction
852,Kingston,Condensing boilers - Elem Sch,Complete,Kingston,Southeast,HVAC
213,Acton,condensing water heater,Complete,Acton,Central,Hot Water
1145,Boston,CONDON ELEMENTARY SCHOOL General PA Project,Complete,Boston,Northeast,Custom PA Efficiency
109,Holland,control air leakage,Complete,Holland,Western,Envelope Improvement
115,Holland,Control air leakage,Complete,Holland,Western,Envelope Improvement
558,Easthampton,Control System,Complete,Easthampton,Western,Operations
578,Lenox,Control System,Complete,Lenox,Western,Operations
811,Gloucester,Controls upgrade - O'Maley Middle Sch,Complete,Gloucester,Northeast,Operations
246,Lincoln,convert oil to gas burner,Complete,Lincoln,Northeast,HVAC
3532,Acton,Convert Streetlights to Metal Halide,Complete,Acton,Central,Exterior Lighting
3191,Boston,COPLEY PUBLIC LIBRARY  General PA Project,Complete,Boston,Northeast,Custom PA Efficiency
2717,Sharon,COTTAGE SCHOOL General PA Project,Complete,Sharon,Southeast,Custom PA Efficiency
1062,Barnstable,COTUIT LIBRARY ASSN Indoor Lighting,Complete,Barnstable,Southeast,Lighting
3354,Dartmouth,COUNCIL ON AGING General PA Project,Complete,Dartmouth,Southeast,Custom PA Efficiency
1170,Brewster,Council on Aging HVAC,Complete,Brewster,Southeast,HVAC
2229,Oak Bluffs,Council on Aging Indoor Lighting,Complete,Oak Bluffs,Southeast,Lighting
2505,Newton,COUNTRY SIDE SCHOOL General PA Project,Complete,Newton,Northeast,Custom PA Efficiency
2876,Boston,COURT FACILITIES BUREAU General PA Project,Complete,Trial Court,Northeast,Custom PA Efficiency
2862,Boston,COURT FACILITIES BUREAU Motors / Drives,Complete,Trial Court,Northeast,Pumps/Motors/Drives
4952,Beverly,Cove Elementary Lighting,Complete,Beverly,Northeast,Lighting
5245,Westford,Crisafulli School exterior lighting,Complete,Westford,Northeast,Exterior Lighting
3357,Sudbury,CURTIS MIDDLE SCHOOL General PA Project,Complete,Sudbury,Northeast,Custom PA Efficiency
2890,Sudbury,CURTIS MIDDLE SCHOOL Indoor Lighting,Complete,Sudbury,Northeast,Lighting
1907,Dartmouth,CUSHMAN ELEMENTARY School General PA Project,Complete,Dartmouth,Southeast,Custom PA Efficiency
3715,Sandwich,Custom Boiler,Complete,Sandwich,Southeast,HVAC
4911,Wenham,Cutler Elementary Kitchen Hood VFD,Complete,Wenham,Northeast,Pumps/Motors/Drives
2379,Medfield,DALE STREET SCHOOL General PA Project,Complete,Medfield,Central,Custom PA Efficiency
2392,Medfield,DALE STREET SCHOOL SENSOR PROJECT,Complete,Medfield,Central,Operations
2359,Marshfield,DANIEL WEBSTER ELEMENTARY SCHOOL General PA Projec,Complete,Marshfield,Southeast,Custom PA Efficiency
270,Chelmsford,DC Controls,Complete,Chelmsford,Northeast,HVAC
271,Chelmsford,DC Controls,Complete,Chelmsford,Northeast,HVAC
2847,Brewster,DCR General PA Project,Complete,Department of Conservation and Recreation,Southeast,Custom PA Efficiency
1764,Canton,DEAN LUCE SCHOOL PHASE 2,Complete,Canton,Southeast,Lighting
1763,Canton,DEAN S LUCE SCHOOL General PA Project,Complete,Canton,Southeast,Custom PA Efficiency
1142,Boston,DEARBORN MIDDLE SCHOOL General PA Project,Complete,Boston,Northeast,Custom PA Efficiency
49,Waltham,Deep Energy Retrofits,Complete,Architectural Heritage Foundation,Northeast,DEEP
50,Ipswich,Deep Energy Retrofits,Complete,Architectural Heritage Foundation,Northeast,DEEP
53,Lowell,Deep Energy Retrofits of United Teen Equality Cent,Complete,United Teen Equality Center,Northeast,DEEP
235,Hopkinton,Demand Control Ventilation,Complete,Hopkinton,Central,HVAC
237,Hopkinton,Demand Control Ventilation,Complete,Hopkinton,Central,HVAC
238,Hopkinton,Demand Control Ventilation,Complete,Hopkinton,Central,HVAC
1939,Dennis,Dennis-Yarmouth Regional School District General P,Complete,Dennis-Yarmouth Regional School District,Southeast,Custom PA Efficiency
3125,Yarmouth,Dennis-Yarmouth RSD General PA,Complete,Dennis-Yarmouth Regional School District,Southeast,Custom PA Efficiency
1106,Boston,DEPARTMENT OF PUBLIC WORKS Operations,Complete,Boston,Northeast,Operations
2283,Lexington,DEPT OF PUBLIC WORKS General PA Project,Complete,Lexington,Northeast,Custom PA Efficiency
2255,Lee,DEPT OF PUBLIC WORKS Indoor Lighting,Complete,Lee,Western,Lighting
2190,Lee,DEPT OF PUBLIC WORKS Indoor Lighting,Complete,Lee,Western,Lighting
2187,Lee,DEPT OF PUBLIC WORKS Indoor Lighting,Complete,Lee,Western,Lighting
4688,Bedford,Destratification Fans,Complete,Bedford,Northeast,Operations
4776,Mendon,Destratification Fans - Fire Garage,Complete,Mendon,Central,HVAC
4807,Mendon,Destratification Fans - Highway,Complete,Mendon,Central,HVAC
1718,Brookline,Devotion School General PA Project,Complete,Brookline,Northeast,Custom PA Efficiency
3216,Dedham,DEXTER ELEMENTARY SCHOOL General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
5160,Orange,DEXTER PARK SCHOOL Operations,Complete,Orange,Western,Operations
5069,Lexington,Diamond MS STEAM TRAPS,Complete,Lexington,Northeast,HVAC
2224,Northfield,DICKINSON MEMORIAL LIBRARY Indoor Lighting,Complete,Northfield,Western,Lighting
5019,Dighton,Dighton Water - Cedar St BLDG 3 Pumps/Motors/Drive,Complete,DIGHTON WATER DISTRICT,Southeast,Pumps/Motors/Drives
5020,Dighton,Dighton Water - Walker St Pumps/Motors/Drives,Complete,DIGHTON WATER DISTRICT,Southeast,Pumps/Motors/Drives
5021,Dighton,Dighton Water District - Main Plant Pumps/Motors/D,Complete,DIGHTON WATER DISTRICT,Southeast,Pumps/Motors/Drives
5022,Dighton,Dighton Water District-Main Plant Pumps/Motors/Dri,Complete,DIGHTON WATER DISTRICT,Southeast,Pumps/Motors/Drives
534,Springfield,Digital T'Stat Install at Fire Repair Bldg,Complete,Springfield,Western,Operations
537,Springfield,Digital T'Stat Install at Sixteen Acres Library,Complete,Springfield,Western,Operations
583,North Brookfield,Direct Digital Control,Complete,North Brookfield,Central,Operations
2022,Fitchburg,District Indoor Lighting Project,Complete,Montachusett Regional Vocational Technical School District,Central,Lighting
5268,Worcester,Doherty High School refrigeration,Complete,Worcester,Central,Refrigeration
3527,Athol,Domestic Fixtures,Complete,Athol,Western,Water Conservation
102,Erving,Door Replacement,Complete,Erving,Western,Envelope Improvement
4962,Boston,Dorchester Engine 20 EMS install,Complete,Boston,Northeast,Operations
3131,Springfield,Dorman School General PA Project,Complete,Springfield,Western,Custom PA Efficiency
1947,Dracut,DOUGLAS HIGH SCHOOL Indoor Lighting,Complete,Dracut,Northeast,Lighting
1946,Dover,DOVER STREET LIGHT RETROFITS,Complete,Dover,Northeast,Exterior Lighting
3245,New Bedford,DPI ADMINISTRATION BUILDING General PA Project,Complete,New Bedford,Southeast,Custom PA Efficiency
1712,Brookline,DPW BUILDING General PA Project,Complete,Brookline,Northeast,Custom PA Efficiency
3230,Cambridge,DPW COMPLEX General PA Project,Complete,Cambridge,Northeast,Custom PA Efficiency
2043,Framingham,DPW GARAGE General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2045,Framingham,DPW General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
1923,Dedham,DPW General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
2042,Framingham,DPW General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2898,Sudbury,DPW General PA Project,Complete,Sudbury,Northeast,Custom PA Efficiency
2372,Mattapoisett,DPW General PA Project,Complete,Mattapoisett,Southeast,Custom PA Efficiency
2766,Walpole,DPW General PA Project,Complete,Walpole,Southeast,Custom PA Efficiency
2725,Sharon,DPW General PA Project,Complete,Sharon,Southeast,Custom PA Efficiency
2265,Lenox,DPW HVAC,Complete,Lenox,Western,HVAC
2333,Malden,DPW Indoor Lighting,Complete,Malden,Northeast,Lighting
2461,Nantucket,DPW Indoor Lighting,Complete,Nantucket,Southeast,Lighting
2704,Saugus,DPW Indoor Lighting,Complete,Saugus,Northeast,Lighting
2555,Quincy,DPW Indoor Lighting,Complete,Quincy,Northeast,Lighting
2571,Quincy,DPW Indoor Lighting,Complete,Quincy,Northeast,Lighting
3026,Weymouth,DPW Indoor Lighting,Complete,Weymouth,Southeast,Lighting
3017,Weymouth,DPW Indoor Lighting,Complete,Weymouth,Southeast,Lighting
1999,Falmouth,DPW Indoor Lighting,Complete,Falmouth,Southeast,Lighting
2060,Franklin,DPW Indoor Lighting,Complete,Franklin,Central,Lighting
2086,Gloucester,DPW Indoor Lighting,Complete,Gloucester,Northeast,Lighting
2155,Lawrence,DPW Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2170,Lawrence,DPW Indoor Lighting,Complete,Lawrence,Northeast,Lighting
2143,Lancaster,DPW Indoor Lighting,Complete,Lancaster,Central,Lighting
2126,Hubbardston,DPW Indoor Lighting,Complete,Hubbardston,Central,Lighting
2128,Hubbardston,DPW Indoor Lighting,Complete,Hubbardston,Central,Lighting
1172,Brewster,DPW Indoor Lighting,Complete,Brewster,Southeast,Lighting
1801,Harvard,DPW Indoor Lighting,Complete,Harvard,Central,Lighting
1076,Barre,DPW Indoor Lighting,Complete,Barre,Central,Lighting
